Details,Posting Date,Description,Amount,Category
DEBIT,06/29/2025,STARBUCKS INC,-18.06,Dining
DEBIT,06/30/2025,PLAYSTATION STORE LLC,-18.48,Entertainment
DEBIT,06/30/2025,IN-N-OUT BURGER.COM,-38.58,Dining
DEBIT,07/01/2025,SQ *SPPLUS PARKING.COM,-3.68,Transport
DEBIT,07/01/2025,CKCD BLAZE PIZZA,-7.65,Dining
DEBIT,07/01/2025,YOUTUBE PREMIUM INC,-9.68,Subscription
DEBIT,07/01/2025,SQ *SHAKE SHACK,-9.50,Dining
DEBIT,07/01/2025,PY *NINTENDO,-77.04,Entertainment
DEBIT,07/01/2025,H MART,-129.20,Grocery
DEBIT,07/01/2025,py *amc theatres berkeley ca,-57.05,Entertainment
DEBIT,07/01/2025,SUNRISE CAFE.COM,-5.08,Dining
DEBIT,07/02/2025,LUCKY SUPERMARKET STORE 73302,-152.79,Grocery
DEBIT,07/02/2025,PHILZ COFFEE,-16.02,Dining
DEBIT,07/02/2025,VALVOLINE OIL.COM,-65.99,Transport
DEBIT,07/02/2025,TST* BERKELEY BOWL MARKET,-30.32,Grocery
DEBIT,07/02/2025,EXPEDIA TRAVEL,-702.11,Travel
DEBIT,07/02/2025,TARGET LLC,-80.58,Grocery
DEBIT,07/02/2025,RECOLOGY WASTE,-157.81,Utilities
DEBIT,07/02/2025,NIJIYA MARKET LLC,-80.24,Grocery
DEBIT,07/02/2025,SQ *NINTENDO,-15.51,Entertainment
DEBIT,07/02/2025,AT&T WIRELESS,-140.03,Utilities
DEBIT,07/02/2025,SQ *LYFT RIDE #52861,-2.23,Transport
DEBIT,07/02/2025,ENTERPRISE RENT A CAR SUNNYVALE CA,-143.14,Travel
CREDIT,07/03/2025,PAYPAL *ONLINE TRANSFER,341.91,Transfer
DEBIT,07/03/2025,PY *NYTIMES DIGITAL STORE 42339,-11.66,Subscription
DEBIT,07/03/2025,CALTRAIN #4275,-35.03,Transport
DEBIT,07/03/2025,BAYVIEW GRILL,-5.37,Dining
DEBIT,07/03/2025,PY *EQUITY RESIDENTIAL RENT LLC,-2008.33,Housing
DEBIT,07/03/2025,TAQUERIA EL SOL.COM,-9.77,Dining
DEBIT,07/04/2025,PAYPAL TRANSFER LLC,-1030.95,Transfer
DEBIT,07/04/2025,NETFLIX,-8.99,Subscription
DEBIT,07/04/2025,SPOTIFY,-10.51,Subscription
DEBIT,07/04/2025,VERIZON WIRELESS,-194.18,Utilities
DEBIT,07/04/2025,TST* ADOBE CREATIVE STORE 9523,-5.46,Subscription
DEBIT,07/04/2025,GRUBHUB.COM,-7.48,Dining
DEBIT,07/04/2025,IN-N-OUT BURGER,-58.61,Dining
DEBIT,07/05/2025,AMC THEATRES,-29.65,Entertainment
DEBIT,07/05/2025,TST* LENSCRAFTERS VISION.COM,-382.66,Healthcare
DEBIT,07/05/2025,TST* DOORDASH.COM,-60.17,Dining
DEBIT,07/05/2025,GITHUB STORE 84242,-5.39,Subscription
DEBIT,07/05/2025,icloud storage,-15.58,Subscription
DEBIT,07/05/2025,STEAM GAMES.COM,-52.03,Entertainment
DEBIT,07/05/2025,PY *BAYVIEW GRILL,-49.95,Dining
DEBIT,07/05/2025,OLD NAVY LLC,-15.03,Shopping
DEBIT,07/06/2025,AMAZON PRIME MEMBERSHIP LLC,-28.42,Subscription
DEBIT,07/06/2025,tst* disney plus,-9.67,Subscription
DEBIT,07/06/2025,OLD NAVY SAN JOSE CA,-157.20,Shopping
DEBIT,07/06/2025,FOODS CO,-143.36,Grocery
DEBIT,07/06/2025,LYFT RIDE,-70.19,Transport
DEBIT,07/06/2025,OPENAI CHATGPT STORE 18977,-5.02,Subscription
DEBIT,07/06/2025,TST* 99 RANCH MARKET STORE 22058,-109.28,Grocery
DEBIT,07/06/2025,TONY'S PIZZA LLC,-18.65,Dining
DEBIT,07/06/2025,HULU.COM,-5.78,Subscription
DEBIT,07/07/2025,UBER EATS,-11.11,Dining
DEBIT,07/07/2025,H MART LLC,-24.29,Grocery
DEBIT,07/07/2025,PG&E PAYMENT LLC,-103.07,Utilities
CREDIT,07/07/2025,WIRE TRANSFER SUNNYVALE CA,174.91,Transfer
DEBIT,07/07/2025,sq *sprouts farmers market.com,-161.05,Grocery
DEBIT,07/07/2025,GRUBHUB.COM,-25.73,Dining
DEBIT,07/07/2025,UBER EATS,-26.80,Dining
DEBIT,07/08/2025,CKCD NIKE LLC,-178.88,Shopping
DEBIT,07/08/2025,paypal *cash app llc,-987.80,Transfer
DEBIT,07/08/2025,PY *NIJIYA MARKET,-23.74,Grocery
DEBIT,07/08/2025,LUCKY SUPERMARKET INC,-18.65,Grocery
DEBIT,07/08/2025,FOODS CO,-22.73,Grocery
DEBIT,07/08/2025,CKCD PARKING METER,-33.37,Transport
DEBIT,07/08/2025,PANDA EXPRESS,-28.30,Dining
DEBIT,07/08/2025,T-MOBILE WIRELESS,-133.64,Utilities
DEBIT,07/09/2025,VENMO TRANSFER,-25.19,Transfer
DEBIT,07/09/2025,POS DEBIT GOLDEN GATE GRILL,-53.99,Dining
DEBIT,07/09/2025,MOLLIE STONES MARKET,-163.51,Grocery
DEBIT,07/09/2025,lyft ride inc,-12.67,Transport
DEBIT,07/09/2025,SEPHORA BEAUTY LLC,-96.50,Shopping
DEBIT,07/09/2025,TST* BAYVIEW GRILL #4694,-27.11,Dining
DEBIT,07/10/2025,IN-N-OUT BURGER,-50.88,Dining
DEBIT,07/10/2025,golden gate grill,-41.17,Dining
CREDIT,07/10/2025,PAYPAL TRANSFER INC,683.21,Transfer
DEBIT,07/10/2025,VERVE COFFEE.COM,-26.71,Dining
DEBIT,07/10/2025,ETSY SHOP,-418.09,Shopping
DEBIT,07/10/2025,99 RANCH MARKET STORE 95771,-135.87,Grocery
DEBIT,07/10/2025,paypal *nijiya market inc,-41.57,Grocery
DEBIT,07/11/2025,POS DEBIT NORDSTROM LLC,-56.49,Shopping
DEBIT,07/11/2025,GROCERY OUTLET STORE 40315,-177.84,Grocery
DEBIT,07/11/2025,99 RANCH MARKET,-130.57,Grocery
DEBIT,07/11/2025,CKCD UBER TRIP,-2.01,Transport
DEBIT,07/12/2025,STARBUCKS #69536,-9.51,Dining
DEBIT,07/12/2025,BAYVIEW GRILL SUNNYVALE CA,-5.87,Dining
DEBIT,07/12/2025,home depot,-138.77,Shopping
DEBIT,07/12/2025,amazon fremont ca,-14.42,Subscription
DEBIT,07/12/2025,POS DEBIT REGAL CINEMAS,-32.96,Entertainment
DEBIT,07/12/2025,CKCD AMC THEATRES,-8.01,Entertainment
DEBIT,07/13/2025,99 RANCH MARKET,-43.97,Grocery
DEBIT,07/13/2025,TARGET STORE 92835,-132.84,Shopping
DEBIT,07/13/2025,PY *AMAZON,-276.37,Shopping
DEBIT,07/13/2025,CHIPOTLE,-60.84,Dining
DEBIT,07/14/2025,CKCD GROCERY OUTLET.COM,-32.23,Grocery
DEBIT,07/14/2025,TST* GRUBHUB INC,-5.28,Dining
DEBIT,07/14/2025,STUBHUB TICKETS,-9.87,Entertainment
DEBIT,07/14/2025,pos debit thai kitchen sunnyvale ca,-29.34,Dining
DEBIT,07/14/2025,PY *REGAL CINEMAS,-43.82,Entertainment
DEBIT,07/14/2025,SQ *GROCERY OUTLET,-87.46,Grocery
DEBIT,07/14/2025,POS DEBIT BLUE BOTTLE COFFEE.COM,-5.35,Dining
DEBIT,07/14/2025,PY *LYFT RIDE #58486,-2.00,Transport
DEBIT,07/15/2025,GOLDEN GATE GRILL,-53.43,Dining
DEBIT,07/15/2025,PY *DOORDASH DALY CITY CA,-61.69,Dining
DEBIT,07/15/2025,clipper transit.com,-11.74,Transport
DEBIT,07/15/2025,IN-N-OUT BURGER LLC,-42.84,Dining
DEBIT,07/15/2025,THAI KITCHEN,-6.59,Dining
DEBIT,07/15/2025,ROUND TABLE PIZZA STORE 43762,-8.23,Dining
DEBIT,07/15/2025,SUNRISE CAFE,-23.91,Dining
DEBIT,07/15/2025,PAYPAL *LYFT RIDE.COM,-30.91,Transport
DEBIT,07/15/2025,PLAYSTATION STORE.COM,-81.64,Entertainment
DEBIT,07/15/2025,BLUE BOTTLE COFFEE #9495,-16.02,Dining
DEBIT,07/16/2025,PY *CHIPOTLE,-19.61,Dining
DEBIT,07/16/2025,PY *TONY'S PIZZA SAN FRANCISCO CA,-7.54,Dining
DEBIT,07/16/2025,THAI KITCHEN INC,-27.14,Dining
DEBIT,07/16/2025,PY *CENTURY THEATRES STORE 71468,-24.57,Entertainment
DEBIT,07/16/2025,ETSY SHOP FREMONT CA,-88.89,Shopping
DEBIT,07/16/2025,VERVE COFFEE,-17.87,Dining
DEBIT,07/17/2025,TST* H AND M,-61.47,Shopping
DEBIT,07/17/2025,TST* VENMO TRANSFER,-29.30,Transfer
DEBIT,07/17/2025,DOORDASH,-40.68,Dining
DEBIT,07/17/2025,GOLDEN GATE GRILL,-18.34,Dining
DEBIT,07/17/2025,PANDA EXPRESS INC,-55.28,Dining
DEBIT,07/17/2025,UBER EATS STORE 73879,-9.79,Dining
DEBIT,07/17/2025,SEPHORA BEAUTY #66912,-28.11,Shopping
DEBIT,07/17/2025,TST* VENMO TRANSFER,-409.14,Transfer
DEBIT,07/17/2025,CORNER CAFE LLC,-7.94,Dining
DEBIT,07/17/2025,KAISER PERMANENTE INC,-34.95,Healthcare
DEBIT,07/17/2025,PY *SPROUTS FARMERS MARKET,-20.87,Grocery
DEBIT,07/17/2025,CKCD SEPHORA BEAUTY,-227.16,Shopping
DEBIT,07/18/2025,THAI KITCHEN,-20.89,Dining
DEBIT,07/18/2025,STARBUCKS.COM,-12.81,Dining
DEBIT,07/18/2025,99 RANCH MARKET,-94.47,Grocery
DEBIT,07/18/2025,HERTZ RENTAL,-755.81,Travel
DEBIT,07/19/2025,CENTURY THEATRES FREMONT CA,-12.73,Entertainment
DEBIT,07/19/2025,taqueria el sol #6695,-58.78,Dining
DEBIT,07/19/2025,JOE'S CAFE.COM,-14.77,Dining
DEBIT,07/19/2025,VALVOLINE OIL,-27.02,Transport
DEBIT,07/19/2025,SMART FINAL FOODS,-165.46,Grocery
DEBIT,07/19/2025,TST* AMAZON #28014,-43.18,Shopping
DEBIT,07/19/2025,POS DEBIT TAQUERIA EL SOL,-15.10,Dining
DEBIT,07/19/2025,PY *NIKE #31355,-27.88,Shopping
DEBIT,07/20/2025,SPROUTS FARMERS MARKET INC,-54.13,Grocery
DEBIT,07/20/2025,76 GAS STATION,-45.81,Transport
DEBIT,07/20/2025,UBER EATS,-16.74,Dining
DEBIT,07/21/2025,PAYPAL *STUBHUB TICKETS #9993,-59.34,Entertainment
CREDIT,07/21/2025,VENMO TRANSFER INC,422.67,Transfer
DEBIT,07/21/2025,PY *PHILZ COFFEE INC,-47.93,Dining
DEBIT,07/21/2025,CVS PHARMACY.COM,-49.10,Healthcare
DEBIT,07/21/2025,GREEN VALLEY GROCERY,-104.82,Grocery
DEBIT,07/21/2025,PEETS COFFEE STORE 73123,-6.64,Dining
DEBIT,07/22/2025,CKCD CHIPOTLE,-21.09,Dining
DEBIT,07/22/2025,SQ *CHEVRON GAS,-66.07,Transport
DEBIT,07/22/2025,CKCD GOLDEN GATE GRILL INC,-41.14,Dining
DEBIT,07/22/2025,NIKE.COM,-41.25,Shopping
DEBIT,07/22/2025,PY *SWEETGREEN SALADS,-9.80,Dining
DEBIT,07/22/2025,LENSCRAFTERS VISION,-377.34,Healthcare
DEBIT,07/22/2025,ARCO GAS LLC,-17.54,Transport
DEBIT,07/22/2025,POS DEBIT DOORDASH.COM,-42.33,Dining
DEBIT,07/23/2025,LYFT RIDE,-2.06,Transport
DEBIT,07/23/2025,NIKE,-72.86,Shopping
DEBIT,07/23/2025,apple store,-52.33,Shopping
DEBIT,07/24/2025,PY *GREEN VALLEY GROCERY.COM,-131.23,Grocery
DEBIT,07/24/2025,POS DEBIT MOLLIE STONES MARKET,-18.06,Grocery
DEBIT,07/24/2025,IKEA HOME,-249.18,Shopping
DEBIT,07/24/2025,MOLLIE STONES MARKET #79557,-191.31,Grocery
DEBIT,07/24/2025,NIJIYA MARKET INC,-25.22,Grocery
DEBIT,07/24/2025,SAFEWAY,-99.53,Grocery
DEBIT,07/24/2025,macys,-387.22,Shopping
DEBIT,07/25/2025,PY *ZELLE TRANSFER,-1872.91,Transfer
DEBIT,07/25/2025,panda express,-42.35,Dining
DEBIT,07/25/2025,PAYPAL *LULULEMON INC,-190.55,Shopping
DEBIT,07/25/2025,GROCERY OUTLET STORE 7276,-99.46,Grocery
DEBIT,07/25/2025,VERVE COFFEE LLC,-18.04,Dining
DEBIT,07/26/2025,PAYPAL *LYFT RIDE,-19.04,Transport
DEBIT,07/26/2025,SPPLUS PARKING SAN FRANCISCO CA,-40.40,Transport
DEBIT,07/26/2025,VALVOLINE OIL OAKLAND CA,-2.23,Transport
DEBIT,07/26/2025,UBER TRIP INC,-33.60,Transport
DEBIT,07/26/2025,PAYPAL TRANSFER #71817,-499.84,Transfer
DEBIT,07/26/2025,H AND M LLC,-58.09,Shopping
DEBIT,07/26/2025,STARBUCKS STORE 30563,-5.27,Dining
DEBIT,07/26/2025,NIJIYA MARKET PALO ALTO CA,-20.24,Grocery
DEBIT,07/26/2025,SICHUAN KITCHEN,-22.33,Dining
DEBIT,07/27/2025,ROUND TABLE PIZZA,-43.87,Dining
DEBIT,07/27/2025,SHAKE SHACK INC,-48.99,Dining
DEBIT,07/27/2025,76 gas station,-67.58,Transport
DEBIT,07/27/2025,JOE'S CAFE STORE 8969,-16.69,Dining
DEBIT,07/27/2025,CLIPPER TRANSIT,-3.33,Transport
DEBIT,07/27/2025,THAI KITCHEN,-55.70,Dining
DEBIT,07/27/2025,XBOX GAMES LLC,-28.80,Entertainment
DEBIT,07/27/2025,WAYFAIR HOME #70366,-31.50,Shopping
DEBIT,07/28/2025,TONY'S PIZZA OAKLAND CA,-8.80,Dining
DEBIT,07/28/2025,PY *WHOLE FOODS MARKET LLC,-67.30,Grocery
DEBIT,07/28/2025,TST* ROUND TABLE PIZZA,-53.71,Dining
DEBIT,07/28/2025,SUNRISE CAFE,-5.51,Dining
DEBIT,07/28/2025,LULULEMON.COM,-174.79,Shopping
DEBIT,07/28/2025,POS DEBIT ROUND TABLE PIZZA LLC,-12.01,Dining
DEBIT,07/28/2025,LYFT RIDE.COM,-24.55,Transport
DEBIT,07/28/2025,FIVE GUYS BURGERS STORE 88905,-11.03,Dining
DEBIT,07/28/2025,COSTCO #84257,-112.15,Shopping
DEBIT,07/29/2025,PY *MOLLIE STONES MARKET,-21.82,Grocery
DEBIT,07/29/2025,POS DEBIT TARGET SUNNYVALE CA,-197.86,Shopping
DEBIT,07/29/2025,AC TRANSIT PALO ALTO CA,-10.54,Transport
DEBIT,07/29/2025,SWEETGREEN SALADS,-5.87,Dining
DEBIT,07/29/2025,KAISER PERMANENTE #5404,-86.27,Healthcare
DEBIT,07/30/2025,BERKELEY BOWL MARKET,-143.14,Grocery
DEBIT,07/30/2025,GOLDEN GATE GRILL LLC,-34.89,Dining
DEBIT,07/30/2025,REI OUTDOOR #77687,-17.34,Shopping
DEBIT,07/30/2025,DAVE AND BUSTERS.COM,-30.00,Entertainment
DEBIT,07/30/2025,bright smile dental,-32.42,Healthcare
CREDIT,07/30/2025,PY *CASH APP.COM,285.15,Transfer
DEBIT,07/30/2025,POS DEBIT CORNER CAFE INC,-15.98,Dining
DEBIT,07/31/2025,TST* BAYVIEW GRILL OAKLAND CA,-22.93,Dining
DEBIT,07/31/2025,XBOX GAMES,-14.56,Entertainment
DEBIT,07/31/2025,POS DEBIT DAVE AND BUSTERS,-27.80,Entertainment
DEBIT,07/31/2025,MOLLIE STONES MARKET SUNNYVALE CA,-19.71,Grocery
DEBIT,07/31/2025,IKEA HOME INC,-49.54,Shopping
DEBIT,07/31/2025,UBER TRIP LLC,-3.56,Transport
DEBIT,07/31/2025,TST* COSTCO STORE 97444,-160.54,Grocery
DEBIT,08/01/2025,SPROUTS FARMERS MARKET,-25.90,Grocery
DEBIT,08/01/2025,SUNRISE CAFE.COM,-55.81,Dining
DEBIT,08/01/2025,H AND M INC,-54.06,Shopping
DEBIT,08/01/2025,TST* AT&T WIRELESS INC,-133.72,Utilities
DEBIT,08/01/2025,POS DEBIT SAFEWAY INC,-156.03,Grocery
DEBIT,08/02/2025,PAYPAL *VENMO TRANSFER.COM,-1418.33,Transfer
DEBIT,08/02/2025,TST* STARBUCKS INC,-25.90,Dining
DEBIT,08/02/2025,YOUTUBE PREMIUM,-17.44,Subscription
DEBIT,08/02/2025,NYTIMES DIGITAL STORE 90392,-15.87,Subscription
DEBIT,08/02/2025,PAYPAL *HOME DEPOT OAKLAND CA,-307.54,Shopping
DEBIT,08/02/2025,WHOLE FOODS MARKET INC,-58.10,Grocery
DEBIT,08/03/2025,CKCD HULU #64254,-5.00,Subscription
DEBIT,08/03/2025,DAVE AND BUSTERS,-47.60,Entertainment
DEBIT,08/03/2025,BLAZE PIZZA,-32.93,Dining
DEBIT,08/03/2025,CKCD TONY'S PIZZA,-6.10,Dining
DEBIT,08/03/2025,VERIZON WIRELESS MOUNTAIN VIEW CA,-103.11,Utilities
DEBIT,08/04/2025,POS DEBIT OPENAI CHATGPT,-15.04,Subscription
DEBIT,08/04/2025,ADOBE CREATIVE SUNNYVALE CA,-6.82,Subscription
DEBIT,08/04/2025,WAYFAIR HOME,-99.46,Shopping
DEBIT,08/04/2025,EQUITY RESIDENTIAL RENT,-2672.57,Housing
DEBIT,08/04/2025,DOORDASH,-5.24,Dining
DEBIT,08/04/2025,NORDSTROM,-381.82,Shopping
DEBIT,08/04/2025,PAYPAL *DISNEY PLUS.COM,-5.20,Subscription
DEBIT,08/04/2025,PY *RECOLOGY WASTE MOUNTAIN VIEW CA,-137.99,Utilities
DEBIT,08/04/2025,COSTCO STORE 22658,-22.04,Grocery
DEBIT,08/04/2025,SPOTIFY #41645,-21.81,Subscription
DEBIT,08/04/2025,PARKING METER #41463,-43.48,Transport
DEBIT,08/05/2025,POS DEBIT TOPGOLF,-77.39,Entertainment
DEBIT,08/05/2025,CKCD FOODS CO STORE 98290,-34.56,Grocery
DEBIT,08/05/2025,SHELL GAS,-16.90,Transport
DEBIT,08/05/2025,TST* GITHUB LLC,-27.37,Subscription
DEBIT,08/05/2025,ICLOUD STORAGE,-5.70,Subscription
DEBIT,08/05/2025,ticketmaster events.com,-34.18,Entertainment
DEBIT,08/05/2025,TST* THAI KITCHEN LLC,-31.48,Dining
DEBIT,08/05/2025,AMAZON PRIME MEMBERSHIP,-9.90,Subscription
DEBIT,08/05/2025,TST* UBER EATS,-33.01,Dining
DEBIT,08/06/2025,COSTCO INC,-139.13,Shopping
DEBIT,08/06/2025,PHILZ COFFEE.COM,-17.69,Dining
DEBIT,08/06/2025,POS DEBIT NETFLIX #55892,-8.41,Subscription
DEBIT,08/06/2025,CALTRAIN #94917,-84.62,Transport
DEBIT,08/07/2025,POS DEBIT CASH APP.COM,-1965.46,Transfer
DEBIT,08/07/2025,UNIQLO #93165,-63.65,Shopping
DEBIT,08/07/2025,SQ *AMC THEATRES SAN FRANCISCO CA,-72.29,Entertainment
DEBIT,08/08/2025,T-MOBILE WIRELESS,-79.72,Utilities
DEBIT,08/08/2025,76 GAS STATION,-5.20,Transport
DEBIT,08/08/2025,pg&e payment,-143.30,Utilities
DEBIT,08/08/2025,GOLDEN GATE GRILL LLC,-33.47,Dining
DEBIT,08/08/2025,LUCKY SUPERMARKET INC,-142.87,Grocery
DEBIT,08/08/2025,BEST BUY,-374.12,Shopping
DEBIT,08/09/2025,WALGREENS PHARMACY,-18.26,Healthcare
DEBIT,08/09/2025,WIRE TRANSFER.COM,-28.33,Transfer
DEBIT,08/09/2025,SQ *TARGET #8674,-109.73,Shopping
DEBIT,08/09/2025,TST* 76 GAS STATION SANTA CLARA CA,-47.36,Transport
DEBIT,08/09/2025,CLIPPER TRANSIT,-49.15,Transport
DEBIT,08/09/2025,REI OUTDOOR FREMONT CA,-272.37,Shopping
DEBIT,08/09/2025,JOE'S CAFE INC,-51.18,Dining
DEBIT,08/10/2025,SQ *SICHUAN KITCHEN,-5.87,Dining
DEBIT,08/10/2025,CKCD WAYFAIR HOME #21709,-60.88,Shopping
DEBIT,08/11/2025,WHOLE FOODS MARKET,-92.98,Grocery
DEBIT,08/11/2025,TST* MACYS #85720,-317.67,Shopping
DEBIT,08/11/2025,POS DEBIT DOORDASH,-61.73,Dining
DEBIT,08/11/2025,NORDSTROM,-48.07,Shopping
DEBIT,08/11/2025,BLAZE PIZZA,-9.71,Dining
DEBIT,08/11/2025,HOME DEPOT #5663,-353.17,Shopping
CREDIT,08/12/2025,PAYPAL TRANSFER,704.65,Transfer
DEBIT,08/12/2025,BLAZE PIZZA #32107,-5.45,Dining
DEBIT,08/12/2025,SQ *GRUBHUB STORE 87344,-46.43,Dining
DEBIT,08/12/2025,CKCD DOORDASH #73221,-16.00,Dining
DEBIT,08/12/2025,PAYPAL *SUNRISE CAFE LLC,-10.68,Dining
DEBIT,08/12/2025,TST* OLD NAVY,-135.19,Shopping
CREDIT,08/13/2025,VENMO TRANSFER.COM,74.44,Transfer
DEBIT,08/13/2025,POS DEBIT COSTCO LLC,-18.89,Grocery
DEBIT,08/13/2025,GROCERY OUTLET STORE 46385,-124.09,Grocery
DEBIT,08/13/2025,REI OUTDOOR #36117,-52.14,Shopping
DEBIT,08/13/2025,POS DEBIT CASH APP INC,-744.71,Transfer
DEBIT,08/13/2025,SQ *VERVE COFFEE INC,-30.27,Dining
DEBIT,08/13/2025,COSTCO,-18.50,Grocery
DEBIT,08/14/2025,IN-N-OUT BURGER INC,-22.95,Dining
DEBIT,08/14/2025,REGAL CINEMAS,-59.88,Entertainment
DEBIT,08/14/2025,TST* TAQUERIA EL SOL LLC,-23.67,Dining
DEBIT,08/14/2025,APPLE STORE.COM,-54.38,Shopping
DEBIT,08/14/2025,POS DEBIT TONY'S PIZZA #69688,-8.05,Dining
DEBIT,08/14/2025,NINTENDO,-36.66,Entertainment
DEBIT,08/14/2025,BLAZE PIZZA SANTA CLARA CA,-51.17,Dining
DEBIT,08/15/2025,SQ *VERVE COFFEE STORE 19639,-9.89,Dining
DEBIT,08/15/2025,LUCKY SUPERMARKET #94669,-72.10,Grocery
DEBIT,08/15/2025,DAVE AND BUSTERS OAKLAND CA,-12.72,Entertainment
CREDIT,08/15/2025,CKCD WIRE TRANSFER.COM,246.79,Transfer
DEBIT,08/16/2025,CHIPOTLE LLC,-37.81,Dining
DEBIT,08/16/2025,NORDSTROM.COM,-15.04,Shopping
DEBIT,08/16/2025,RAMEN HOUSE.COM,-5.03,Dining
DEBIT,08/17/2025,POS DEBIT GROCERY OUTLET.COM,-33.01,Grocery
DEBIT,08/17/2025,valvoline oil llc,-41.52,Transport
DEBIT,08/18/2025,SMART FINAL FOODS,-139.70,Grocery
DEBIT,08/18/2025,CKCD TOPGOLF.COM,-11.34,Entertainment
DEBIT,08/18/2025,VALVOLINE OIL.COM,-5.67,Transport
DEBIT,08/18/2025,PARKING METER,-3.02,Transport
DEBIT,08/19/2025,PEETS COFFEE.COM,-26.35,Dining
DEBIT,08/19/2025,AMC THEATRES #63135,-8.01,Entertainment
DEBIT,08/20/2025,LULULEMON INC,-61.99,Shopping
DEBIT,08/20/2025,TST* CORNER CAFE LLC,-5.03,Dining
DEBIT,08/20/2025,POS DEBIT TARGET,-66.90,Shopping
DEBIT,08/20/2025,CORNER CAFE,-62.91,Dining
DEBIT,08/21/2025,PAYPAL *ONLINE TRANSFER LLC,-88.83,Transfer
DEBIT,08/21/2025,SICHUAN KITCHEN,-23.91,Dining
DEBIT,08/21/2025,PY *BAYVIEW GRILL,-13.45,Dining
DEBIT,08/21/2025,PAYPAL *AMAZON LLC,-66.43,Shopping
DEBIT,08/21/2025,TST* LYFT RIDE,-14.03,Transport
DEBIT,08/21/2025,SQ *TONY'S PIZZA.COM,-26.74,Dining
DEBIT,08/21/2025,PAYPAL *IKEA HOME LLC,-102.54,Shopping
DEBIT,08/22/2025,PY *76 GAS STATION,-73.01,Transport
DEBIT,08/22/2025,BART.COM,-9.97,Transport
DEBIT,08/22/2025,PY *BLUE BOTTLE COFFEE #45889,-62.89,Dining
DEBIT,08/22/2025,TRADER JOES LLC,-18.50,Grocery
DEBIT,08/23/2025,FOODS CO,-36.79,Grocery
DEBIT,08/23/2025,BLUE BOTTLE COFFEE #44492,-32.90,Dining
DEBIT,08/23/2025,sq *doordash.com,-5.58,Dining
DEBIT,08/24/2025,ROUND TABLE PIZZA,-23.14,Dining
DEBIT,08/24/2025,ROUND TABLE PIZZA #66995,-10.77,Dining
DEBIT,08/24/2025,POS DEBIT WAYFAIR HOME.COM,-340.97,Shopping
DEBIT,08/25/2025,TST* ONLINE TRANSFER.COM,-1293.52,Transfer
DEBIT,08/25/2025,DOORDASH,-54.05,Dining
DEBIT,08/25/2025,CKCD HOME DEPOT INC,-36.52,Shopping
DEBIT,08/25/2025,PAYPAL *AC TRANSIT FREMONT CA,-78.58,Transport
DEBIT,08/25/2025,PAYPAL *FIVE GUYS BURGERS #96885,-5.01,Dining
DEBIT,08/25/2025,GOLDEN GATE GRILL STORE 42050,-62.43,Dining
DEBIT,08/25/2025,AMAZON INC,-254.14,Shopping
DEBIT,08/25/2025,GROCERY OUTLET STORE 42012,-32.79,Grocery
DEBIT,08/26/2025,ETSY SHOP,-242.30,Shopping
DEBIT,08/26/2025,PARKING METER STORE 53309,-2.21,Transport
DEBIT,08/26/2025,TST* WAYFAIR HOME,-122.24,Shopping
DEBIT,08/26/2025,NIKE,-435.45,Shopping
DEBIT,08/26/2025,NINTENDO OAKLAND CA,-13.81,Entertainment
DEBIT,08/27/2025,POS DEBIT ENTERPRISE RENT A CAR PALO ALTO CA,-603.48,Travel
DEBIT,08/27/2025,BEST BUY,-301.10,Shopping
DEBIT,08/27/2025,PAYPAL *TAQUERIA EL SOL STORE 47059,-60.83,Dining
DEBIT,08/27/2025,POS DEBIT STARBUCKS STORE 43936,-5.12,Dining
DEBIT,08/27/2025,target store 61172,-76.54,Shopping
DEBIT,08/27/2025,SQ *LYFT RIDE STORE 13083,-10.51,Transport
DEBIT,08/27/2025,POS DEBIT SUSHI HOUSE,-54.42,Dining
DEBIT,08/27/2025,TST* WAYFAIR HOME,-171.63,Shopping
DEBIT,08/27/2025,LUCKY SUPERMARKET INC,-184.95,Grocery
DEBIT,08/28/2025,PY *CHIPOTLE,-15.27,Dining
DEBIT,08/28/2025,SQ *ETSY SHOP STORE 22273,-15.03,Shopping
DEBIT,08/28/2025,POS DEBIT SHAKE SHACK,-12.62,Dining
DEBIT,08/28/2025,RAMEN HOUSE LLC,-6.27,Dining
DEBIT,08/29/2025,LYFT RIDE INC,-14.60,Transport
DEBIT,08/29/2025,TST* CALTRAIN #49928,-8.63,Transport
DEBIT,08/29/2025,PEETS COFFEE LLC,-32.14,Dining
DEBIT,08/29/2025,POS DEBIT FOODS CO #94867,-37.29,Grocery
DEBIT,08/29/2025,POS DEBIT NIJIYA MARKET,-104.26,Grocery
DEBIT,08/29/2025,NORDSTROM,-27.15,Shopping
DEBIT,08/30/2025,SMART FINAL FOODS,-20.82,Grocery
DEBIT,08/30/2025,BLUE BOTTLE COFFEE INC,-43.12,Dining
DEBIT,08/30/2025,ROUND TABLE PIZZA,-5.24,Dining
DEBIT,08/30/2025,H AND M,-404.41,Shopping
DEBIT,08/31/2025,SHAKE SHACK,-45.50,Dining
DEBIT,08/31/2025,SPROUTS FARMERS MARKET.COM,-54.36,Grocery
DEBIT,08/31/2025,lululemon,-149.79,Shopping
DEBIT,08/31/2025,POS DEBIT TARGET,-155.49,Grocery
